[H2(g)](M),[O2(g)](M),[C(g)](M),[N2(g)](M),R_X(M/s),R_Y(M/s),R_Z(M/s),R_W(M/s),R_V(M/s),R_U(M/s)
5.00E-02,1.00E+00,5.00E+00,5.00E+00,6.85E-02,1.00E+00,4.10E-02,2.42E-13,6.37E-03,4.65E+01
5.00E-02,5.00E+00,1.00E-02,1.00E-02,1.38E-06,8.92E-05,1.32E-16,6.22E-35,1.23E-07,2.35E-26
5.00E-02,5.00E+00,1.00E-02,5.00E-02,1.38E-06,2.01E-04,2.96E-16,6.15E-35,1.24E-07,5.22E-26
5.00E-02,5.00E+00,1.00E-02,1.00E-01,1.37E-06,2.85E-04,4.14E-16,6.21E-35,1.25E-07,7.46E-26
5.00E-02,5.00E+00,1.00E-02,5.00E-01,1.39E-06,6.26E-04,9.33E-16,6.19E-35,1.25E-07,1.68E-25
5.00E-02,5.00E+00,1.00E-02,1.00E+00,1.37E-06,8.90E-04,1.31E-15,6.17E-35,1.27E-07,2.34E-25
5.00E-02,5.00E+00,1.00E-02,5.00E+00,1.39E-06,2.01E-03,2.91E-15,6.25E-35,1.23E-07,5.32E-25
5.00E-02,5.00E+00,5.00E-02,1.00E-02,3.47E-05,4.47E-04,4.10E-13,2.41E-29,3.15E-06,2.32E-19
5.00E-02,5.00E+00,5.00E-02,5.00E-02,3.45E-05,9.99E-04,9.15E-13,2.41E-29,3.13E-06,5.20E-19
5.00E-02,5.00E+00,5.00E-02,1.00E-01,3.41E-05,1.42E-03,1.29E-12,2.44E-29,3.14E-06,7.22E-19
5.00E-02,5.00E+00,5.00E-02,5.00E-01,3.41E-05,3.17E-03,2.88E-12,2.40E-29,3.13E-06,1.63E-18
5.00E-02,5.00E+00,5.00E-02,1.00E+00,3.44E-05,4.51E-03,4.10E-12,2.42E-29,3.12E-06,2.32E-18
5.00E-02,5.00E+00,5.00E-02,5.00E+00,3.46E-05,9.93E-03,9.23E-12,2.41E-29,3.19E-06,5.12E-18
5.00E-02,5.00E+00,1.00E-01,1.00E-02,1.38E-04,8.95E-04,1.31E-11,6.23E-27,1.24E-05,2.37E-16
5.00E-02,5.00E+00,1.00E-01,5.00E-02,1.37E-04,2.02E-03,2.91E-11,6.14E-27,1.27E-05,5.25E-16
5.00E-02,5.00E+00,1.00E-01,1.00E-01,1.38E-04,2.82E-03,4.18E-11,6.17E-27,1.25E-05,7.49E-16
5.00E-02,5.00E+00,1.00E-01,5.00E-01,1.39E-04,6.37E-03,9.24E-11,6.22E-27,1.25E-05,1.67E-15
5.00E-02,5.00E+00,1.00E-01,1.00E+00,1.37E-04,8.86E-03,1.32E-10,6.19E-27,1.25E-05,2.36E-15
5.00E-02,5.00E+00,1.00E-01,5.00E+00,1.39E-04,2.00E-02,2.96E-10,6.18E-27,1.27E-05,5.24E-15
5.00E-02,5.00E+00,5.00E-01,1.00E-02,3.42E-03,4.43E-03,4.14E-08,2.43E-21,3.09E-04,2.30E-09
5.00E-02,5.00E+00,5.00E-01,5.00E-02,3.43E-03,1.00E-02,9.08E-08,2.40E-21,3.12E-04,5.20E-09
5.00E-02,5.00E+00,5.00E-01,1.00E-01,3.47E-03,1.41E-02,1.30E-07,2.41E-21,3.17E-04,7.29E-09
5.00E-02,5.00E+00,5.00E-01,5.00E-01,3.47E-03,3.16E-02,2.89E-07,2.43E-21,3.18E-04,1.62E-08
5.00E-02,5.00E+00,5.00E-01,1.00E+00,3.44E-03,4.52E-02,4.10E-07,2.41E-21,3.10E-04,2.29E-08
5.00E-02,5.00E+00,5.00E-01,5.00E+00,3.43E-03,9.96E-02,9.23E-07,2.42E-21,3.10E-04,5.13E-08
5.00E-02,5.00E+00,1.00E+00,1.00E-02,1.37E-02,9.00E-03,1.31E-06,6.16E-19,1.23E-03,2.33E-06
5.00E-02,5.00E+00,1.00E+00,5.00E-02,1.39E-02,1.99E-02,2.94E-06,6.22E-19,1.26E-03,5.29E-06
5.00E-02,5.00E+00,1.00E+00,1.00E-01,1.37E-02,2.85E-02,4.14E-06,6.14E-19,1.25E-03,7.41E-06
5.00E-02,5.00E+00,1.00E+00,5.00E-01,1.37E-02,6.39E-02,9.31E-06,6.24E-19,1.23E-03,1.65E-05
5.00E-02,5.00E+00,1.00E+00,1.00E+00,1.38E-02,8.93E-02,1.32E-05,6.15E-19,1.27E-03,2.34E-05
5.00E-02,5.00E+00,1.00E+00,5.00E+00,1.38E-02,1.98E-01,2.93E-05,6.25E-19,1.27E-03,5.27E-05
5.00E-02,5.00E+00,5.00E+00,1.00E-02,3.44E-01,4.48E-02,4.10E-03,2.42E-13,3.08E-02,2.30E+01
5.00E-02,5.00E+00,5.00E+00,5.00E-02,3.42E-01,1.01E-01,9.20E-03,2.43E-13,3.16E-02,5.13E+01
5.00E-02,5.00E+00,5.00E+00,1.00E-01,3.45E-01,1.40E-01,1.29E-02,2.41E-13,3.07E-02,7.25E+01
5.00E-02,5.00E+00,5.00E+00,5.00E-01,3.42E-01,3.16E-01,2.89E-02,2.43E-13,3.17E-02,1.62E+02
5.00E-02,5.00E+00,5.00E+00,1.00E+00,3.42E-01,4.44E-01,4.07E-02,2.44E-13,3.09E-02,2.32E+02
5.00E-02,5.00E+00,5.00E+00,5.00E+00,3.45E-01,1.00E+00,9.18E-02,2.41E-13,3.17E-02,5.13E+02
1.00E-01,1.00E-02,1.00E-02,1.00E-02,1.09E-08,1.26E-04,2.65E-16,3.15E-32,9.83E-10,2.39E-29
1.00E-01,1.00E-02,1.00E-02,5.00E-02,1.11E-08,2.81E-04,5.94E-16,3.15E-32,1.01E-09,5.36E-29
1.00E-01,1.00E-02,1.00E-02,1.00E-01,1.09E-08,3.98E-04,8.42E-16,3.18E-32,1.01E-09,7.55E-29
1.00E-01,1.00E-02,1.00E-02,5.00E-01,1.11E-08,8.97E-04,1.87E-15,3.15E-32,1.02E-09,1.67E-28
1.00E-01,1.00E-02,1.00E-02,1.00E+00,1.09E-08,1.25E-03,2.64E-15,3.17E-32,9.91E-10,2.36E-28
1.00E-01,1.00E-02,1.00E-02,5.00E+00,1.09E-08,2.81E-03,5.92E-15,3.16E-32,1.00E-09,5.37E-28
1.00E-01,1.00E-02,5.00E-02,1.00E-02,2.75E-07,6.28E-04,8.28E-13,1.24E-26,2.47E-08,2.32E-22
1.00E-01,1.00E-02,5.00E-02,5.00E-02,2.75E-07,1.42E-03,1.85E-12,1.23E-26,2.49E-08,5.25E-22
1.00E-01,1.00E-02,5.00E-02,1.00E-01,2.74E-07,1.99E-03,2.64E-12,1.24E-26,2.49E-08,7.30E-22
1.00E-01,1.00E-02,5.00E-02,5.00E-01,2.74E-07,4.51E-03,5.89E-12,1.25E-26,2.51E-08,1.65E-21
1.00E-01,1.00E-02,5.00E-02,1.00E+00,2.77E-07,6.32E-03,8.25E-12,1.24E-26,2.53E-08,2.32E-21
1.00E-01,1.00E-02,5.00E-02,5.00E+00,2.73E-07,1.40E-02,1.85E-11,1.23E-26,2.50E-08,5.17E-21
1.00E-01,1.00E-02,1.00E-01,1.00E-02,1.11E-06,1.27E-03,2.68E-11,3.19E-24,1.01E-07,2.40E-19
1.00E-01,1.00E-02,1.00E-01,5.00E-02,1.09E-06,2.85E-03,5.97E-11,3.14E-24,9.96E-08,5.33E-19
1.00E-01,1.00E-02,1.00E-01,1.00E-01,1.09E-06,3.99E-03,8.40E-11,3.18E-24,1.00E-07,7.49E-19
1.00E-01,1.00E-02,1.00E-01,5.00E-01,1.11E-06,8.91E-03,1.89E-10,3.19E-24,1.01E-07,1.68E-18
1.00E-01,1.00E-02,1.00E-01,1.00E+00,1.09E-06,1.26E-02,2.67E-10,3.18E-24,1.00E-07,2.40E-18
1.00E-01,1.00E-02,1.00E-01,5.00E+00,1.11E-06,2.84E-02,5.92E-10,3.17E-24,1.00E-07,5.35E-18
1.00E-01,1.00E-02,5.00E-01,1.00E-02,2.78E-05,6.27E-03,8.34E-08,1.25E-18,2.55E-06,2.31E-12
1.00E-01,1.00E-02,5.00E-01,5.00E-02,2.76E-05,1.41E-02,1.87E-07,1.23E-18,2.51E-06,5.21E-12
1.00E-01,1.00E-02,5.00E-01,1.00E-01,2.75E-05,2.00E-02,2.64E-07,1.23E-18,2.47E-06,7.31E-12
1.00E-01,1.00E-02,5.00E-01,5.00E-01,2.76E-05,4.51E-02,5.83E-07,1.24E-18,2.51E-06,1.63E-11
1.00E-01,1.00E-02,5.00E-01,1.00E+00,2.75E-05,6.36E-02,8.38E-07,1.23E-18,2.52E-06,2.34E-11
1.00E-01,1.00E-02,5.00E-01,5.00E+00,2.74E-05,1.41E-01,1.86E-06,1.23E-18,2.53E-06,5.17E-11
1.00E-01,1.00E-02,1.00E+00,1.00E-02,1.10E-04,1.27E-02,2.68E-06,3.19E-16,9.95E-06,2.37E-09
1.00E-01,1.00E-02,1.00E+00,5.00E-02,1.10E-04,2.83E-02,5.97E-06,3.20E-16,9.90E-06,5.31E-09
1.00E-01,1.00E-02,1.00E+00,1.00E-01,1.11E-04,3.96E-02,8.45E-06,3.17E-16,9.93E-06,7.61E-09
1.00E-01,1.00E-02,1.00E+00,5.00E-01,1.10E-04,9.03E-02,1.88E-05,3.14E-16,1.01E-05,1.67E-08
1.00E-01,1.00E-02,1.00E+00,1.00E+00,1.11E-04,1.27E-01,2.67E-05,3.17E-16,9.89E-06,2.39E-08
1.00E-01,1.00E-02,1.00E+00,5.00E+00,1.09E-04,2.80E-01,5.91E-05,3.15E-16,9.81E-06,5.30E-08
1.00E-01,1.00E-02,5.00E+00,1.00E-02,2.77E-03,6.37E-02,8.24E-03,1.23E-10,2.51E-04,2.32E-02
1.00E-01,1.00E-02,5.00E+00,5.00E-02,2.78E-03,1.40E-01,1.87E-02,1.24E-10,2.50E-04,5.22E-02
1.00E-01,1.00E-02,5.00E+00,1.00E-01,2.77E-03,1.99E-01,2.60E-02,1.24E-10,2.52E-04,7.38E-02
1.00E-01,1.00E-02,5.00E+00,5.00E-01,2.75E-03,4.45E-01,5.92E-02,1.25E-10,2.49E-04,1.65E-01
1.00E-01,1.00E-02,5.00E+00,1.00E+00,2.74E-03,6.38E-01,8.37E-02,1.24E-10,2.45E-04,2.33E-01
1.00E-01,1.00E-02,5.00E+00,5.00E+00,2.74E-03,1.41E+00,1.85E-01,1.23E-10,2.48E-04,5.22E-01
1.00E-01,5.00E-02,1.00E-02,1.00E-02,5.47E-08,1.28E-04,5.97E-16,3.14E-32,5.07E-09,2.69E-28
1.00E-01,5.00E-02,1.00E-02,5.00E-02,5.53E-08,2.84E-04,1.34E-15,3.18E-32,4.92E-09,5.99E-28
1.00E-01,5.00E-02,1.00E-02,1.00E-01,5.50E-08,4.01E-04,1.88E-15,3.17E-32,5.04E-09,8.41E-28
1.00E-01,5.00E-02,1.00E-02,5.00E-01,5.54E-08,8.93E-04,4.17E-15,3.20E-32,5.09E-09,1.90E-27
1.00E-01,5.00E-02,1.00E-02,1.00E+00,5.49E-08,1.27E-03,5.99E-15,3.17E-32,4.99E-09,2.68E-27
1.00E-01,5.00E-02,1.00E-02,5.00E+00,5.56E-08,2.80E-03,1.34E-14,3.15E-32,4.93E-09,5.91E-27
1.00E-01,5.00E-02,5.00E-02,1.00E-02,1.37E-06,6.27E-04,1.86E-12,1.25E-26,1.24E-07,2.61E-21
1.00E-01,5.00E-02,5.00E-02,5.00E-02,1.37E-06,1.41E-03,4.12E-12,1.25E-26,1.24E-07,5.88E-21
1.00E-01,5.00E-02,5.00E-02,1.00E-01,1.37E-06,2.00E-03,5.86E-12,1.24E-26,1.24E-07,8.17E-21
1.00E-01,5.00E-02,5.00E-02,5.00E-01,1.36E-06,4.43E-03,1.31E-11,1.23E-26,1.23E-07,1.85E-20
1.00E-01,5.00E-02,5.00E-02,1.00E+00,1.37E-06,6.32E-03,1.87E-11,1.24E-26,1.24E-07,2.59E-20
1.00E-01,5.00E-02,5.00E-02,5.00E+00,1.39E-06,1.43E-02,4.19E-11,1.25E-26,1.27E-07,5.88E-20
1.00E-01,5.00E-02,1.00E-01,1.00E-02,5.50E-06,1.26E-03,5.89E-11,3.14E-24,4.98E-07,2.68E-18
1.00E-01,5.00E-02,1.00E-01,5.00E-02,5.53E-06,2.81E-03,1.33E-10,3.20E-24,4.99E-07,5.99E-18
1.00E-01,5.00E-02,1.00E-01,1.00E-01,5.47E-06,4.04E-03,1.86E-10,3.16E-24,4.95E-07,8.46E-18
1.00E-01,5.00E-02,1.00E-01,5.00E-01,5.47E-06,8.87E-03,4.22E-10,3.18E-24,5.03E-07,1.87E-17
1.00E-01,5.00E-02,1.00E-01,1.00E+00,5.49E-06,1.27E-02,5.95E-10,3.18E-24,4.91E-07,2.65E-17
1.00E-01,5.00E-02,1.00E-01,5.00E+00,5.52E-06,2.83E-02,1.33E-09,3.17E-24,4.96E-07,5.96E-17
1.00E-01,5.00E-02,5.00E-01,1.00E-02,1.39E-04,6.32E-03,1.85E-07,1.24E-18,1.23E-05,2.60E-11
1.00E-01,5.00E-02,5.00E-01,5.00E-02,1.39E-04,1.42E-02,4.17E-07,1.23E-18,1.26E-05,5.83E-11
1.00E-01,5.00E-02,5.00E-01,1.00E-01,1.37E-04,1.98E-02,5.87E-07,1.23E-18,1.26E-05,8.19E-11
1.00E-01,5.00E-02,5.00E-01,5.00E-01,1.38E-04,4.48E-02,1.31E-06,1.25E-18,1.23E-05,1.83E-10
1.00E-01,5.00E-02,5.00E-01,1.00E+00,1.37E-04,6.28E-02,1.87E-06,1.23E-18,1.23E-05,2.61E-10
1.00E-01,5.00E-02,5.00E-01,5.00E+00,1.38E-04,1.42E-01,4.18E-06,1.23E-18,1.27E-05,5.78E-10
1.00E-01,5.00E-02,1.00E+00,1.00E-02,5.51E-04,1.28E-02,5.93E-06,3.16E-16,4.93E-05,2.66E-08
1.00E-01,5.00E-02,1.00E+00,5.00E-02,5.48E-04,2.80E-02,1.33E-05,3.15E-16,5.03E-05,5.94E-08
1.00E-01,5.00E-02,1.00E+00,1.00E-01,5.54E-04,4.03E-02,1.89E-05,3.15E-16,5.00E-05,8.47E-08
1.00E-01,5.00E-02,1.00E+00,5.00E-01,5.46E-04,8.93E-02,4.18E-05,3.15E-16,4.94E-05,1.90E-07
1.00E-01,5.00E-02,1.00E+00,1.00E+00,5.50E-04,1.26E-01,5.93E-05,3.17E-16,5.03E-05,2.68E-07
1.00E-01,5.00E-02,1.00E+00,5.00E+00,5.49E-04,2.83E-01,1.32E-04,3.18E-16,5.07E-05,6.00E-07
1.00E-01,5.00E-02,5.00E+00,1.00E-02,1.36E-02,6.38E-02,1.87E-02,1.24E-10,1.25E-03,2.58E-01
1.00E-01,5.00E-02,5.00E+00,5.00E-02,1.36E-02,1.42E-01,4.12E-02,1.23E-10,1.23E-03,5.82E-01
1.00E-01,5.00E-02,5.00E+00,1.00E-01,1.37E-02,2.01E-01,5.87E-02,1.24E-10,1.27E-03,8.16E-01
1.00E-01,5.00E-02,5.00E+00,5.00E-01,1.37E-02,4.52E-01,1.31E-01,1.24E-10,1.25E-03,1.82E+00
1.00E-01,5.00E-02,5.00E+00,1.00E+00,1.38E-02,6.32E-01,1.85E-01,1.23E-10,1.27E-03,2.58E+00
1.00E-01,5.00E-02,5.00E+00,5.00E+00,1.37E-02,1.41E+00,4.17E-01,1.24E-10,1.23E-03,5.82E+00
1.00E-01,1.00E-01,1.00E-02,1.00E-02,1.09E-07,1.27E-04,8.35E-16,3.19E-32,1.02E-08,7.54E-28
1.00E-01,1.00E-01,1.00E-02,5.00E-02,1.11E-07,2.81E-04,1.88E-15,3.17E-32,1.01E-08,1.70E-27
1.00E-01,1.00E-01,1.00E-02,1.00E-01,1.10E-07,4.02E-04,2.66E-15,3.15E-32,9.94E-09,2.40E-27
1.00E-01,1.00E-01,1.00E-02,5.00E-01,1.10E-07,8.93E-04,5.92E-15,3.14E-32,9.99E-09,5.31E-27
1.00E-01,1.00E-01,1.00E-02,1.00E+00,1.11E-07,1.27E-03,8.33E-15,3.16E-32,9.87E-09,7.52E-27
1.00E-01,1.00E-01,1.00E-02,5.00E+00,1.10E-07,2.85E-03,1.86E-14,3.18E-32,9.81E-09,1.67E-26
1.00E-01,1.00E-01,5.00E-02,1.00E-02,2.76E-06,6.27E-04,2.62E-12,1.24E-26,2.54E-07,7.43E-21
1.00E-01,1.00E-01,5.00E-02,5.00E-02,2.76E-06,1.42E-03,5.81E-12,1.24E-26,2.51E-07,1.66E-20
1.00E-01,1.00E-01,5.00E-02,1.00E-01,2.77E-06,1.99E-03,8.36E-12,1.23E-26,2.53E-07,2.32E-20
1.00E-01,1.00E-01,5.00E-02,5.00E-01,2.76E-06,4.46E-03,1.84E-11,1.24E-26,2.47E-07,5.21E-20
1.00E-01,1.00E-01,5.00E-02,1.00E+00,2.76E-06,6.30E-03,2.62E-11,1.24E-26,2.53E-07,7.33E-20
1.00E-01,1.00E-01,5.00E-02,5.00E+00,2.74E-06,1.40E-02,5.86E-11,1.24E-26,2.47E-07,1.64E-19
1.00E-01,1.00E-01,1.00E-01,1.00E-02,1.11E-05,1.26E-03,8.39E-11,3.16E-24,1.00E-06,7.61E-18
1.00E-01,1.00E-01,1.00E-01,5.00E-02,1.10E-05,2.85E-03,1.87E-10,3.18E-24,1.01E-06,1.69E-17
1.00E-01,1.00E-01,1.00E-01,1.00E-01,1.10E-05,4.03E-03,2.63E-10,3.18E-24,1.01E-06,2.40E-17
1.00E-01,1.00E-01,1.00E-01,5.00E-01,1.09E-05,9.03E-03,5.95E-10,3.16E-24,1.00E-06,5.37E-17
1.00E-01,1.00E-01,1.00E-01,1.00E+00,1.10E-05,1.28E-02,8.45E-10,3.18E-24,1.02E-06,7.47E-17
1.00E-01,1.00E-01,1.00E-01,5.00E+00,1.10E-05,2.83E-02,1.89E-09,3.16E-24,9.85E-07,1.68E-16
1.00E-01,1.00E-01,5.00E-01,1.00E-02,2.74E-04,6.37E-03,2.62E-07,1.25E-18,2.46E-05,7.30E-11
1.00E-01,1.00E-01,5.00E-01,5.00E-02,2.74E-04,1.41E-02,5.88E-07,1.23E-18,2.52E-05,1.63E-10
1.00E-01,1.00E-01,5.00E-01,1.00E-01,2.78E-04,1.98E-02,8.37E-07,1.24E-18,2.49E-05,2.32E-10
1.00E-01,1.00E-01,5.00E-01,5.00E-01,2.78E-04,4.44E-02,1.87E-06,1.23E-18,2.53E-05,5.21E-10
1.00E-01,1.00E-01,5.00E-01,1.00E+00,2.76E-04,6.28E-02,2.61E-06,1.24E-18,2.54E-05,7.33E-10
1.00E-01,1.00E-01,5.00E-01,5.00E+00,2.76E-04,1.41E-01,5.90E-06,1.23E-18,2.46E-05,1.65E-09
1.00E-01,1.00E-01,1.00E+00,1.00E-02,1.11E-03,1.26E-02,8.42E-06,3.18E-16,9.99E-05,7.47E-08
1.00E-01,1.00E-01,1.00E+00,5.00E-02,1.10E-03,2.80E-02,1.89E-05,3.19E-16,1.01E-04,1.70E-07
1.00E-01,1.00E-01,1.00E+00,1.00E-01,1.09E-03,3.98E-02,2.67E-05,3.18E-16,1.00E-04,2.37E-07
1.00E-01,1.00E-01,1.00E+00,5.00E-01,1.10E-03,8.91E-02,5.90E-05,3.19E-16,9.99E-05,5.29E-07
1.00E-01,1.00E-01,1.00E+00,1.00E+00,1.10E-03,1.27E-01,8.34E-05,3.19E-16,9.84E-05,7.51E-07
1.00E-01,1.00E-01,1.00E+00,5.00E+00,1.11E-03,2.83E-01,1.88E-04,3.15E-16,9.90E-05,1.67E-06
1.00E-01,1.00E-01,5.00E+00,1.00E-02,2.76E-02,6.27E-02,2.62E-02,1.24E-10,2.47E-03,7.37E-01
1.00E-01,1.00E-01,5.00E+00,5.00E-02,2.73E-02,1.40E-01,5.84E-02,1.24E-10,2.46E-03,1.64E+00
1.00E-01,1.00E-01,5.00E+00,1.00E-01,2.73E-02,1.98E-01,8.30E-02,1.24E-10,2.53E-03,2.35E+00
1.00E-01,1.00E-01,5.00E+00,5.00E-01,2.78E-02,4.52E-01,1.85E-01,1.23E-10,2.48E-03,5.21E+00
1.00E-01,1.00E-01,5.00E+00,1.00E+00,2.76E-02,6.29E-01,2.61E-01,1.23E-10,2.51E-03,7.43E+00
1.00E-01,1.00E-01,5.00E+00,5.00E+00,2.74E-02,1.40E+00,5.90E-01,1.23E-10,2.48E-03,1.65E+01
1.00E-01,5.00E-01,1.00E-02,1.00E-02,5.52E-07,1.25E-04,1.90E-15,3.18E-32,5.07E-08,8.47E-27
1.00E-01,5.00E-01,1.00E-02,5.00E-02,5.53E-07,2.82E-04,4.16E-15,3.16E-32,5.00E-08,1.87E-26
1.00E-01,5.00E-01,1.00E-02,1.00E-01,5.48E-07,4.00E-04,5.96E-15,3.14E-32,5.03E-08,2.64E-26
1.00E-01,5.00E-01,1.00E-02,5.00E-01,5.45E-07,8.96E-04,1.33E-14,3.18E-32,5.00E-08,5.95E-26
1.00E-01,5.00E-01,1.00E-02,1.00E+00,5.48E-07,1.28E-03,1.87E-14,3.14E-32,4.96E-08,8.50E-26
1.00E-01,5.00E-01,1.00E-02,5.00E+00,5.54E-07,2.86E-03,4.21E-14,3.19E-32,5.05E-08,1.90E-25
1.00E-01,5.00E-01,5.00E-02,1.00E-02,1.39E-05,6.35E-04,5.84E-12,1.25E-26,1.23E-06,8.19E-20
1.00E-01,5.00E-01,5.00E-02,5.00E-02,1.37E-05,1.40E-03,1.32E-11,1.24E-26,1.25E-06,1.85E-19
1.00E-01,5.00E-01,5.00E-02,1.00E-01,1.38E-05,1.99E-03,1.87E-11,1.24E-26,1.23E-06,2.63E-19
1.00E-01,5.00E-01,5.00E-02,5.00E-01,1.39E-05,4.45E-03,4.15E-11,1.24E-26,1.23E-06,5.86E-19
1.00E-01,5.00E-01,5.00E-02,1.00E+00,1.37E-05,6.37E-03,5.82E-11,1.23E-26,1.23E-06,8.29E-19
1.00E-01,5.00E-01,5.00E-02,5.00E+00,1.36E-05,1.42E-02,1.32E-10,1.23E-26,1.24E-06,1.86E-18
1.00E-01,5.00E-01,1.00E-01,1.00E-02,5.48E-05,1.27E-03,1.88E-10,3.19E-24,5.08E-06,8.50E-17
1.00E-01,5.00E-01,1.00E-01,5.00E-02,5.56E-05,2.82E-03,4.21E-10,3.17E-24,5.01E-06,1.89E-16
1.00E-01,5.00E-01,1.00E-01,1.00E-01,5.51E-05,4.03E-03,5.90E-10,3.14E-24,5.08E-06,2.65E-16
1.00E-01,5.00E-01,1.00E-01,5.00E-01,5.46E-05,9.02E-03,1.34E-09,3.19E-24,4.95E-06,5.95E-16
1.00E-01,5.00E-01,1.00E-01,1.00E+00,5.55E-05,1.26E-02,1.89E-09,3.16E-24,5.07E-06,8.41E-16
1.00E-01,5.00E-01,1.00E-01,5.00E+00,5.50E-05,2.82E-02,4.19E-09,3.16E-24,5.04E-06,1.87E-15
1.00E-01,5.00E-01,5.00E-01,1.00E-02,1.37E-03,6.31E-03,5.81E-07,1.24E-18,1.25E-04,8.29E-10
1.00E-01,5.00E-01,5.00E-01,5.00E-02,1.37E-03,1.43E-02,1.32E-06,1.25E-18,1.24E-04,1.83E-09
1.00E-01,5.00E-01,5.00E-01,1.00E-01,1.38E-03,2.01E-02,1.84E-06,1.25E-18,1.27E-04,2.58E-09
1.00E-01,5.00E-01,5.00E-01,5.00E-01,1.37E-03,4.46E-02,4.15E-06,1.24E-18,1.26E-04,5.84E-09
1.00E-01,5.00E-01,5.00E-01,1.00E+00,1.37E-03,6.27E-02,5.83E-06,1.25E-18,1.25E-04,8.23E-09
1.00E-01,5.00E-01,5.00E-01,5.00E+00,1.36E-03,1.40E-01,1.30E-05,1.23E-18,1.25E-04,1.84E-08
1.00E-01,5.00E-01,1.00E+00,1.00E-02,5.53E-03,1.25E-02,1.88E-05,3.17E-16,5.02E-04,8.40E-07
1.00E-01,5.00E-01,1.00E+00,5.00E-02,5.49E-03,2.83E-02,4.20E-05,3.18E-16,4.93E-04,1.89E-06
1.00E-01,5.00E-01,1.00E+00,1.00E-01,5.47E-03,4.04E-02,5.91E-05,3.19E-16,5.03E-04,2.66E-06
1.00E-01,5.00E-01,1.00E+00,5.00E-01,5.49E-03,8.87E-02,1.32E-04,3.19E-16,5.04E-04,5.98E-06
1.00E-01,5.00E-01,1.00E+00,1.00E+00,5.51E-03,1.27E-01,1.86E-04,3.19E-16,4.99E-04,8.48E-06
1.00E-01,5.00E-01,1.00E+00,5.00E+00,5.55E-03,2.85E-01,4.16E-04,3.19E-16,4.92E-04,1.88E-05
1.00E-01,5.00E-01,5.00E+00,1.00E-02,1.38E-01,6.28E-02,5.91E-02,1.23E-10,1.24E-02,8.18E+00
1.00E-01,5.00E-01,5.00E+00,5.00E-02,1.37E-01,1.41E-01,1.31E-01,1.24E-10,1.25E-02,1.84E+01
1.00E-01,5.00E-01,5.00E+00,1.00E-01,1.36E-01,2.00E-01,1.86E-01,1.23E-10,1.24E-02,2.58E+01
1.00E-01,5.00E-01,5.00E+00,5.00E-01,1.39E-01,4.47E-01,4.18E-01,1.24E-10,1.23E-02,5.86E+01
1.00E-01,5.00E-01,5.00E+00,1.00E+00,1.37E-01,6.27E-01,5.84E-01,1.23E-10,1.24E-02,8.20E+01
1.00E-01,5.00E-01,5.00E+00,5.00E+00,1.39E-01,1.41E+00,1.31E+00,1.23E-10,1.24E-02,1.86E+02
1.00E-01,1.00E+00,1.00E-02,1.00E-02,1.11E-06,1.26E-04,2.63E-15,3.18E-32,1.01E-07,2.37E-26
1.00E-01,1.00E+00,1.00E-02,5.00E-02,1.11E-06,2.83E-04,5.96E-15,3.20E-32,9.84E-08,5.32E-26
1.00E-01,1.00E+00,1.00E-02,1.00E-01,1.11E-06,3.96E-04,8.33E-15,3.16E-32,9.81E-08,7.50E-26
1.00E-01,1.00E+00,1.00E-02,5.00E-01,1.10E-06,8.89E-04,1.86E-14,3.20E-32,1.01E-07,1.70E-25
1.00E-01,1.00E+00,1.00E-02,1.00E+00,1.10E-06,1.26E-03,2.65E-14,3.20E-32,9.93E-08,2.37E-25
1.00E-01,1.00E+00,1.00E-02,5.00E+00,1.11E-06,2.84E-03,5.90E-14,3.18E-32,9.97E-08,5.30E-25
1.00E-01,1.00E+00,5.00E-02,1.00E-02,2.74E-05,6.30E-04,8.28E-12,1.23E-26,2.49E-06,2.31E-19
1.00E-01,1.00E+00,5.00E-02,5.00E-02,2.76E-05,1.41E-03,1.87E-11,1.23E-26,2.45E-06,5.18E-19
1.00E-01,1.00E+00,5.00E-02,1.00E-01,2.75E-05,2.02E-03,2.64E-11,1.24E-26,2.52E-06,7.35E-19
1.00E-01,1.00E+00,5.00E-02,5.00E-01,2.73E-05,4.52E-03,5.85E-11,1.24E-26,2.54E-06,1.65E-18
1.00E-01,1.00E+00,5.00E-02,1.00E+00,2.73E-05,6.30E-03,8.29E-11,1.25E-26,2.50E-06,2.34E-18
1.00E-01,1.00E+00,5.00E-02,5.00E+00,2.73E-05,1.41E-02,1.86E-10,1.25E-26,2.54E-06,5.16E-18
1.00E-01,1.00E+00,1.00E-01,1.00E-02,1.09E-04,1.25E-03,2.66E-10,3.20E-24,9.94E-06,2.37E-16
1.00E-01,1.00E+00,1.00E-01,5.00E-02,1.11E-04,2.84E-03,5.90E-10,3.17E-24,9.98E-06,5.35E-16
1.00E-01,1.00E+00,1.00E-01,1.00E-01,1.11E-04,3.99E-03,8.34E-10,3.15E-24,9.92E-06,7.50E-16
1.00E-01,1.00E+00,1.00E-01,5.00E-01,1.11E-04,8.97E-03,1.88E-09,3.18E-24,1.01E-05,1.69E-15
1.00E-01,1.00E+00,1.00E-01,1.00E+00,1.11E-04,1.27E-02,2.64E-09,3.16E-24,1.01E-05,2.39E-15
